SetCode,SetTitle,RowType,RowSeq,Speaker,EnglishSentence,KoreanPronounce,DirectComprehension,Comprehension,Note
L1_EXT_098,Playing Hide and Seek,vocab,7,,hid,히드,,숨었다 (hide의 과거형),
L1_EXT_098,Playing Hide and Seek,vocab,8,,realized,리얼라이즈드,,깨달았다,
L1_DLG_030,Asking to Borrow Something,script,1,Man,Can I borrow your eraser?,캔 아이 바로우 유어 이레이저?,지우개 빌려줄 수 있어?,지우개 빌려줄 수 있어요?,
L1_DLG_030,Asking to Borrow Something,script,2,Woman,Sure but give it back after class.,슈어 벗 기브 잇 백 애프터 클래스.,네 근데 / 수업 끝나고 / 돌려줘요,네 근데 수업 끝나고 돌려줘요.,
L1_DLG_030,Asking to Borrow Something,script,3,Man,I promise.,아이 프라미스.,약속할게.,약속할게요.,
L1_DLG_030,Asking to Borrow Something,script,4,Woman,You said that last time too and you forgot.,유 쎄드 댓 래스트 타임 투 앤 유 포갓.,지난번에도 그렇게 말하고 / 잊어버렸잖아.,지난번에도 그렇게 말하고 잊어버렸잖아요.,
L1_DLG_030,Asking to Borrow Something,script,5,Man,This time I'll put it in your bag myself.,디스 타임 아일 풋 잇 인 유어 백 마이셀프.,이번엔 내가 직접 / 네 가방에 넣어줄게.,이번엔 내가 직접 가방에 넣어줄게요.,
L1_DLG_030,Asking to Borrow Something,script,6,Woman,Okay deal!,오케이 딜!,좋아 약속!,좋아요 약속!,
L1_DLG_030,Asking to Borrow Something,vocab,7,,borrow,바로우,,빌리다,
L1_DLG_030,Asking to Borrow Something,vocab,8,,promise,프라미스,,약속하다,
L1_DLG_030,Asking to Borrow Something,vocab,9,,deal,딜,,약속/거래,
L2_DLG_037,Asking for a Refund,script,1,Woman,I bought this shirt yesterday but I found a hole in it.,아이 바웃 디스 셔트 예스터데이 벗 아이 파운드 어 홀 인 잇.,어제 이 셔츠를 샀는데 / 구멍을 발견했어요.,어제 이 셔츠를 샀는데 구멍을 발견했어요.,
L2_DLG_037,Asking for a Refund,script,2,Man,I'm sorry about that.,아임 쏘리 어바웃 댓.,그건 죄송합니다.,그건 죄송합니다.,
L2_DLG_037,Asking for a Refund,script,3,Man,Do you have the receipt?,두 유 해브 더 리싯?,영수증 있으세요?,영수증 있으세요?,
L2_DLG_037,Asking for a Refund,script,4,Woman,Yes right here.,예스 라잇 히어.,네 여기 있어요.,네 여기 있어요.,
L2_DLG_037,Asking for a Refund,script,5,Man,Would you like a refund or an exchange?,우드 유 라이크 어 리펀드 오어 언 익스체인지?,환불을 원하시나요 / 아니면 교환이요?,환불을 원하시나요 아니면 교환이요?,
L2_DLG_037,Asking for a Refund,script,6,Woman,A refund please.,어 리펀드 플리즈.,환불로 부탁해요.,환불로 부탁해요.,
L2_DLG_037,Asking for a Refund,script,7,Man,The refund will go back to your card within three to five business days.,더 리펀드 윌 고 백 투 유어 카드 위딘 쓰리 투 파이브 비즈니스 데이즈.,환불은 영업일 기준 3~5일 내에 / 카드로 돌아갑니다.,환불은 영업일 기준 3~5일 내에 카드로 돌아갑니다.,
L2_DLG_037,Asking for a Refund,script,8,Woman,Thank you for your help.,땡큐 포 유어 헬프.,도와주셔서 감사합니다.,도와주셔서 감사합니다.,
L2_DLG_037,Asking for a Refund,vocab,9,,hole,홀,,구멍,
L2_DLG_037,Asking for a Refund,vocab,10,,refund,리펀드,,환불,
L2_DLG_037,Asking for a Refund,vocab,11,,business days,비즈니스 데이즈,,영업일,
L2_DLG_038,Getting Lost While Driving,script,1,Woman,I think we're going the wrong way.,아이 띵크 위어 고잉 더 롱 웨이.,길을 잘못 / 간 것 같아,길을 잘못 간 것 같아요.,
L2_DLG_038,Getting Lost While Driving,script,2,Man,Let me check the navigation.,렛 미 첵 더 내비게이션.,네비게이션을 확인해볼게.,네비게이션을 확인해볼게요.,
L2_DLG_038,Getting Lost While Driving,script,3,Man,You're right. We missed the exit two kilometers back.,유어 라잇. 위 미스트 디 엑싯 투 킬로미터즈 백.,맞아. 2킬로미터 전에 / 출구를 놓쳤어.,맞아요. 2킬로미터 전에 출구를 놓쳤어요.,
L2_DLG_038,Getting Lost While Driving,script,4,Woman,Should we make a U-turn?,슈드 위 메이크 어 유턴?,유턴해야 할까?,유턴해야 할까요?,
L2_DLG_038,Getting Lost While Driving,script,5,Man,The navigation says there's another route that adds about ten minutes.,더 내비게이션 세즈 데어즈 어나더 루트 댓 애즈 어바웃 텐 미닛츠.,네비에 다른 경로가 있는데 / 약 10분 더 걸린대.,네비에 다른 경로가 있는데 약 10분 더 걸린대요.,
L2_DLG_038,Getting Lost While Driving,script,6,Woman,Let's take that route.,렛츠 테이크 댓 루트.,그 경로로 가자.,그 경로로 가요.,
L2_DLG_038,Getting Lost While Driving,script,7,Woman,A U-turn here looks dangerous.,어 유턴 히어 룩스 데인저러스.,/ 여기서 유턴은 위험해 보여.,여기서 유턴은 위험해 보여요.,
L2_DLG_038,Getting Lost While Driving,vocab,8,,navigation,내비게이션,,네비게이션,
L2_DLG_038,Getting Lost While Driving,vocab,9,,exit,엑싯,,출구,
L2_DLG_038,Getting Lost While Driving,vocab,10,,route,루트,,경로,
L2_DLG_038,Getting Lost While Driving,vocab,11,,U-turn,유턴,,유턴,
L2_EXT_033,Street Food Around the World,script,1,Narrator,Every country has its own unique street food culture.,에브리 컨트리 해즈 잇츠 오운 유니크 스트릿 푸드 컬처.,모든 나라는 고유한 / 길거리 음식 문화가 있다.,모든 나라는 고유한 길거리 음식 문화가 있어요.,
L2_EXT_033,Street Food Around the World,script,2,Narrator,In Thailand you can find pad thai being cooked right on the sidewalk.,인 타일랜드 유 캔 파인드 팟타이 빙 쿡트 라잇 온 더 사이드워크.,태국에서는 인도 위에서 / 바로 팟타이를 만드는 걸 볼 수 있다.,태국에서는 인도 위에서 바로 팟타이를 만드는 걸 볼 수 있어요.,
L2_EXT_033,Street Food Around the World,script,3,Narrator,Mexico is famous for its tacos sold from colorful food trucks.,멕시코 이즈 페이머스 포 잇츠 타코즈 솔드 프럼 컬러풀 푸드 트럭스.,멕시코는 알록달록한 푸드트럭에서 / 파는 타코로 유명하다.,멕시코는 알록달록한 푸드트럭에서 파는 타코로 유명해요.,
L2_EXT_033,Street Food Around the World,script,4,Narrator,In Turkey you can smell freshly baked simit — a sesame bread ring — from every corner.,인 터키 유 캔 스멜 프레쉴리 베이크트 시밋 — 어 세서미 브레드 링 — 프럼 에브리 코너.,터키에서는 모퉁이마다 / 갓 구운 시밋 — 참깨 빵 링 — 의 냄새를 맡을 수 있다.,터키에서는 모퉁이마다 갓 구운 시밋 — 참깨 빵 링 — 의 냄새를 맡을 수 있어요.,
L2_EXT_033,Street Food Around the World,script,5,Narrator,Street food is the best way to experience a country's real food culture.,스트릿 푸드 이즈 더 베스트 웨이 투 익스피리언스 어 컨트리즈 리얼 푸드 컬처.,길거리 음식은 한 나라의 진짜 음식 문화를 / 경험하는 가장 좋은 방법이다.,길거리 음식은 한 나라의 진짜 음식 문화를 경험하는 가장 좋은 방법이에요.,
L2_EXT_033,Street Food Around the World,vocab,6,,sidewalk,사이드워크,,인도/보도,
L2_EXT_033,Street Food Around the World,vocab,7,,food truck,푸드 트럭,,푸드트럭,
L2_EXT_033,Street Food Around the World,vocab,8,,freshly baked,프레쉴리 베이크트,,갓 구운,
L3_DLG_056,Discussing a Work Schedule Change,script,1,Man,I wanted to ask about changing my work schedule.,아이 원티드 투 아스크 어바웃 체인징 마이 워크 스케줄.,근무 일정 변경에 대해 / 여쭤보고 싶었어요.,근무 일정 변경에 대해 여쭤보고 싶었어요.,
L3_DLG_056,Discussing a Work Schedule Change,script,2,Woman,What kind of change are you looking for?,왓 카인드 오브 체인지 아 유 루킹 포?,어떤 변경을 원하세요?,어떤 변경을 원하세요?,
L3_DLG_056,Discussing a Work Schedule Change,script,3,Man,I'd like to start at eight instead of nine and leave at five instead of six.,아이드 라이크 투 스타트 앳 에잇 인스테드 오브 나인 앤 리브 앳 파이브 인스테드 오브 식스.,9시 대신 8시에 시작해서 / 6시 대신 5시에 퇴근하고 싶어요.,9시 대신 8시에 시작해서 6시 대신 5시에 퇴근하고 싶어요.,
L3_DLG_056,Discussing a Work Schedule Change,script,4,Woman,Is there a particular reason?,이즈 데어 어 파티큘러 리즌?,특별한 이유가 있나요?,특별한 이유가 있나요?,
L3_DLG_056,Discussing a Work Schedule Change,script,5,Man,I enrolled in an evening class that starts at six thirty.,아이 인롤드 인 언 이브닝 클래스 댓 스타츠 앳 식스 써티.,6시 30분에 시작하는 / 야간 수업에 등록했어요.,6시 30분에 시작하는 야간 수업에 등록했어요.,
L3_DLG_056,Discussing a Work Schedule Change,script,6,Woman,That shouldn't be a problem.,댓 슈든트 비 어 프라블럼.,문제없을 거예요.,문제없을 거예요.,
L3_DLG_056,Discussing a Work Schedule Change,script,7,Woman,Just make sure you coordinate with your team so morning meetings still work.,저스트 메이크 슈어 유 코디네이트 윋 유어 팀 쏘 모닝 미팅즈 스틸 워크.,팀과 조율해서 / 아침 회의가 여전히 가능하도록만 / 하세요.,팀과 조율해서 아침 회의가 여전히 가능하도록만 하세요.,
L3_DLG_056,Discussing a Work Schedule Change,script,8,Man,I will. Thank you for being flexible.,아이 윌. 땡큐 포 빙 플렉서블.,그러겠습니다. / 유연하게 해주셔서 감사합니다.,그러겠습니다. 유연하게 해주셔서 감사합니다.,
L3_DLG_056,Discussing a Work Schedule Change,vocab,9,,schedule,스케줄,,일정,
L3_DLG_056,Discussing a Work Schedule Change,vocab,10,,enrolled,인롤드,,등록한,
L3_DLG_056,Discussing a Work Schedule Change,vocab,11,,coordinate,코디네이트,,조율하다,
L3_DLG_056,Discussing a Work Schedule Change,vocab,12,,flexible,플렉서블,,유연한,
L4_DLG_025,Discussing Investment Strategy,script,1,Woman,Given the current market conditions I think we should rebalance our portfolio.,기븐 더 커런트 마켓 컨디션즈 아이 띵크 위 슈드 리밸런스 아워 포트폴리오.,현재 시장 상황을 고려하면 / 포트폴리오를 재조정해야 한다고 생각합니다.,현재 시장 상황을 고려하면 포트폴리오를 재조정해야 한다고 생각합니다.,
L4_DLG_025,Discussing Investment Strategy,script,2,Man,What changes are you proposing?,왓 체인지즈 아 유 프러포징?,어떤 변경을 제안하시나요?,어떤 변경을 제안하시나요?,
L4_DLG_025,Discussing Investment Strategy,script,3,Woman,I'd recommend shifting ten percent from equities to bonds to reduce our risk exposure.,아이드 레커멘드 쉬프팅 텐 퍼센트 프럼 에퀴티즈 투 본즈 투 리듀스 아워 리스크 익스포저.,리스크 노출을 줄이기 위해 / 주식에서 채권으로 10%를 / 이동시키는 것을 추천합니다.,리스크 노출을 줄이기 위해 주식에서 채권으로 10%를 이동시키는 것을 추천합니다.,
L4_DLG_025,Discussing Investment Strategy,script,4,Man,Are you concerned about a downturn?,아 유 컨선드 어바웃 어 다운턴?,경기 침체를 우려하시나요?,경기 침체를 우려하시나요?,
L4_DLG_025,Discussing Investment Strategy,script,5,Woman,Several leading indicators suggest a slowdown in the second half of the year.,세버럴 리딩 인디케이터즈 서제스트 어 슬로우다운 인 더 세컨드 해프 오브 더 이어.,여러 선행 지표가 / 하반기 경기 둔화를 시사합니다.,여러 선행 지표가 하반기 경기 둔화를 시사합니다.,
L4_DLG_025,Discussing Investment Strategy,script,6,Man,That makes sense.,댓 메이크스 센스.,이치에 맞습니다.,이치에 맞습니다.,
L4_DLG_025,Discussing Investment Strategy,script,7,Man,Let's schedule a full portfolio review for next Tuesday.,렛츠 스케줄 어 풀 포트폴리오 리뷰 포 넥스트 튜즈데이.,다음 주 화요일에 / 전체 포트폴리오 검토를 잡읍시다.,다음 주 화요일에 전체 포트폴리오 검토를 잡읍시다.,
L4_DLG_025,Discussing Investment Strategy,vocab,8,,portfolio,포트폴리오,,포트폴리오,
L4_DLG_025,Discussing Investment Strategy,vocab,9,,equities,에퀴티즈,,주식,
L4_DLG_025,Discussing Investment Strategy,vocab,10,,bonds,본즈,,채권,
L4_DLG_025,Discussing Investment Strategy,vocab,11,,risk exposure,리스크 익스포저,,리스크 노출,
L4_DLG_025,Discussing Investment Strategy,vocab,12,,downturn,다운턴,,경기 침체,
L4_EXT_022,The Science of Habits,script,1,Narrator,Every habit follows the same neurological loop — a cue triggers a routine which delivers a reward and over time this loop becomes automatic.,에브리 해빗 팔로즈 더 세임 뉴로라지컬 루프 — 어 큐 트리거즈 어 루틴 위치 딜리버즈 어 리워드 앤 오버 타임 디스 루프 비컴즈 오토매틱.,모든 습관은 같은 신경학적 고리를 따른다 — / 신호가 루틴을 촉발하고 보상을 제공하며 / 시간이 지나면 이 고리가 자동화된다.,모든 습관은 같은 신경학적 고리를 따른다 — 신호가 루틴을 촉발하고 보상을 제공하며 시간이 지나면 이 고리가 자동화된다.,
L4_EXT_022,The Science of Habits,script,2,Narrator,Research suggests it takes an average of sixty-six days to form a new habit though this varies significantly depending on the complexity of the behavior.,리서치 서제스츠 잇 테이크스 언 에버리지 오브 식스티식스 데이즈 투 폼 어 뉴 해빗 도우 디스 베어리즈 시그니피컨틀리 디펜딩 온 더 컴플렉서티 오브 더 비헤이비어.,연구에 따르면 새 습관을 만드는 데 / 평균 66일이 걸리지만 / 행동의 복잡성에 따라 / 상당히 다르다.,연구에 따르면 새 습관을 만드는 데 평균 66일이 걸리지만 행동의 복잡성에 따라 상당히 다르다.,
L4_EXT_022,The Science of Habits,script,3,Narrator,The most effective strategy for building good habits is habit stacking — attaching a new behavior to an existing one like doing ten push-ups immediately after brushing your teeth.,더 모스트 이펙티브 스트래터지 포 빌딩 굿 해빗츠 이즈 해빗 스태킹 — 어태칭 어 뉴 비헤이비어 투 언 이그지스팅 원 라이크 두잉 텐 푸쉬업스 이미디엇리 애프터 브러싱 유어 티쓰.,좋은 습관을 만드는 가장 효과적인 전략은 / 습관 쌓기이다 — / 양치 직후 팔 굽혀 펴기 10회 하기처럼 / 새 행동을 기존 행동에 붙이는 것.,좋은 습관을 만드는 가장 효과적인 전략은 습관 쌓기이다. 양치 직후 팔 굽혀 펴기 10회 하기처럼 새 행동을 기존 행동에 붙이는 것이다.,
L4_EXT_022,The Science of Habits,vocab,4,,habit,해빗,,습관,
L4_EXT_022,The Science of Habits,vocab,5,,cue,큐,,신호/단서,
L4_EXT_022,The Science of Habits,vocab,6,,routine,루틴,,루틴/일과,
L4_EXT_022,The Science of Habits,vocab,7,,reward,리워드,,보상,
L4_EXT_022,The Science of Habits,vocab,8,,habit stacking,해빗 스태킹,,습관 쌓기,
L5_EXT_026,The Effective Altruism Debate,script,1,Narrator,Effective altruism is a philosophical and social movement that uses evidence and reason to determine the most effective ways to benefit others.,이펙티브 앨트루이즘 이즈 어 필로소피컬 앤 소셜 무브먼트 댓 유지즈 에비던스 앤 리즌 투 디터민 더 모스트 이펙티브 웨이즈 투 베니핏 아더즈.,효과적 이타주의는 / 증거와 이성을 사용하여 / 타인에게 가장 효과적으로 도움이 되는 방법을 결정하는 / 철학적 사회적 운동이다.,효과적 이타주의는 증거와 이성을 사용하여 타인에게 가장 효과적으로 도움이 되는 방법을 결정하는 철학적 사회적 운동이다.,
L5_EXT_026,The Effective Altruism Debate,script,2,Narrator,Its proponents argue that if you're going to donate to charity you have a moral obligation to ensure your money does the maximum possible good rather than simply supporting causes that feel emotionally compelling.,잇츠 프로포넌츠 아규 댓 이프 유어 고잉 투 도네이트 투 채러티 유 해브 어 모럴 아블리게이션 투 인슈어 유어 머니 더즈 더 맥시멈 파서블 굿 래더 댄 심플리 서포팅 코지즈 댓 필 이모셔널리 컴펠링.,지지자들은 자선에 기부한다면 / 단순히 감정적으로 끌리는 대의를 지원하는 것이 아니라 / 돈이 가능한 최대의 선을 행하도록 / 보장할 도덕적 의무가 있다고 주장한다.,지지자들은 자선에 기부한다면 단순히 감정적으로 끌리는 대의를 지원하는 것이 아니라 돈이 가능한 최대의 선을 행하도록 보장할 도덕적 의무가 있다고 주장한다.,
L5_EXT_026,The Effective Altruism Debate,script,3,Narrator,Critics argue that reducing all moral decisions to cost-benefit calculations misses something essential about human compassion and that it can lead to absurd conclusions like prioritizing hypothetical future beings over people suffering right now.,크리틱스 아규 댓 리듀싱 올 모럴 디시전즈 투 코스트베니핏 캘큘레이션즈 미시즈 썸씽 에센셜 어바웃 휴먼 컴패션 앤 댓 잇 캔 리드 투 앱서드 컨클루전즈 라이크 프라이오리타이징 하이퍼쎄티컬 퓨처 빙즈 오버 피플 서퍼링 라잇 나우.,비판자들은 모든 도덕적 결정을 / 비용편익 계산으로 환원하면 / 인간 연민에 대한 본질적인 것을 놓치며 / 지금 고통받는 사람들보다 / 가상의 미래 존재를 우선시하는 / 부조리한 결론에 이를 수 있다고 주장한다.,비판자들은 모든 도덕적 결정을 비용편익 계산으로 환원하면 인간 연민에 대한 본질적인 것을 놓친다고 주장한다. 지금 고통받는 사람들보다 가상의 미래 존재를 우선시하는 부조리한 결론에 이를 수 있다고도 한다.,
L5_EXT_026,The Effective Altruism Debate,vocab,4,,effective altruism,이펙티브 앨트루이즘,,효과적 이타주의,
L5_EXT_026,The Effective Altruism Debate,vocab,5,,obligation,아블리게이션,,의무,
L5_EXT_026,The Effective Altruism Debate,vocab,6,,compassion,컴패션,,연민/동정심,
L5_EXT_026,The Effective Altruism Debate,vocab,7,,absurd,앱서드,,부조리한,
L5_EXT_026,The Effective Altruism Debate,vocab,8,,hypothetical,하이퍼쎄티컬,,가상의/가정적인,
L1_EXT_099,My Neighbor's Dog,script,1,Narrator,My neighbor has a big brown dog named Charlie.,마이 네이버 해즈 어 빅 브라운 도그 네임드 찰리.,이웃에 찰리라는 / 큰 갈색 개가 있다.,이웃에 찰리라는 큰 갈색 개가 있어요.,
L1_EXT_099,My Neighbor's Dog,script,2,Narrator,Every morning Charlie barks when I walk past their house.,에브리 모닝 찰리 바크스 웬 아이 워크 패스트 데어 하우스.,매일 아침 그 집 앞을 지나가면 / 찰리가 짖는다.,매일 아침 그 집 앞을 지나가면 찰리가 짖어요.,
L1_EXT_099,My Neighbor's Dog,script,3,Narrator,At first I was scared of him.,앳 퍼스트 아이 워즈 스케어드 오브 힘.,처음에는 무서웠어요,처음에는 무서웠어요.,
L1_EXT_099,My Neighbor's Dog,script,4,Narrator,But one day the owner let me pet him and he licked my hand.,벗 원 데이 디 오너 렛 미 펫 힘 앤 히 릭트 마이 핸드.,하지만 어느 날 주인이 / 쓰다듬게 해줬는데 내 손을 핥았다.,하지만 어느 날 주인이 쓰다듬게 해줬는데 내 손을 핥았어요.,
L1_EXT_099,My Neighbor's Dog,script,5,Narrator,Now we are good friends and I give him a treat every day.,나우 위 아 굿 프렌즈 앤 아이 기브 힘 어 트릿 에브리 데이.,이제 우리는 좋은 친구이고 / 매일 간식을 준다.,이제 우리는 좋은 친구이고 매일 간식을 줘요.,
L1_EXT_099,My Neighbor's Dog,vocab,6,,bark,바크,,짖다,
L1_EXT_099,My Neighbor's Dog,vocab,7,,pet,펫,,쓰다듬다,
L1_EXT_099,My Neighbor's Dog,vocab,8,,treat,트릿,,간식 (반려동물용),
L1_EXT_100,Helping a Classmate,script,1,Narrator,A new student joined our class today.,어 뉴 스튜던트 조인드 아워 클래스 투데이.,오늘 새 학생이 / 반에 왔어요,오늘 새 학생이 반에 왔어요.,
L1_EXT_100,Helping a Classmate,script,2,Narrator,She looked nervous and didn't know where to sit.,쉬 룩트 너버스 앤 디든트 노 웨어 투 싯.,긴장한 표정이었고 / 어디 앉아야 할지 몰랐다.,긴장한 표정이었고 어디 앉아야 할지 몰랐어요.,
L1_EXT_100,Helping a Classmate,script,3,Narrator,I waved to her and said she could sit next to me.,아이 웨이브드 투 허 앤 쎄드 쉬 쿠드 싯 넥스트 투 미.,손을 흔들며 / 내 옆에 앉아도 된다고 했다.,손을 흔들며 내 옆에 앉아도 된다고 했어요.,
L1_EXT_100,Helping a Classmate,script,4,Narrator,During lunch I introduced her to my friends.,듀어링 런치 아이 인트로듀스트 허 투 마이 프렌즈.,점심시간에 내 친구들에게 / 소개해줬다.,점심시간에 내 친구들에게 소개해줬어요.,
L1_EXT_100,Helping a Classmate,script,5,Narrator,She smiled and said thank you for being so kind.,쉬 스마일드 앤 쎄드 땡큐 포 빙 쏘 카인드.,웃으면서 / 이렇게 친절해줘서 고맙다고 했다.,웃으면서 이렇게 친절해줘서 고맙다고 했어요.,
L1_EXT_100,Helping a Classmate,vocab,6,,waved,웨이브드,,손을 흔들었다,
L1_EXT_100,Helping a Classmate,vocab,7,,introduced,인트로듀스트,,소개했다,
L1_EXT_100,Helping a Classmate,vocab,8,,kind,카인드,,친절한,
L1_DLG_031,Sharing an Umbrella,script,1,Woman,Oh no it's raining!,오 노 잇츠 레이닝!,이런 비가 온다!,이런 비가 와요!,
L1_DLG_031,Sharing an Umbrella,script,2,Man,I have an umbrella.,아이 해브 언 엄브렐라.,나 우산 있어.,나 우산 있어요.,
L1_DLG_031,Sharing an Umbrella,script,3,Man,Do you want to share?,두 유 원트 투 쉐어?,같이 쓸래?,같이 쓸래요?,
L1_DLG_031,Sharing an Umbrella,script,4,Woman,Really? That would be great!,리얼리? 댓 우드 비 그레잇!, / 진짜? 좋겠다!,진짜요? 좋겠어요!,
L1_DLG_031,Sharing an Umbrella,script,5,Man,Where are you going?,웨어 아 유 고잉?,어디 가?,어디 가요?,
L1_DLG_031,Sharing an Umbrella,script,6,Woman,To the bus stop.,투 더 버스 스탑.,버스 정류장.,버스 정류장이요.,
L1_DLG_031,Sharing an Umbrella,script,7,Man,Me too. Let's go together.,미 투. 렛츠 고 투게더., / 나도. 같이 가자.,나도요. 같이 가요.,
L1_DLG_031,Sharing an Umbrella,vocab,8,,umbrella,엄브렐라,,우산,
L1_DLG_031,Sharing an Umbrella,vocab,9,,share,쉐어,,같이 쓰다/나누다,
L1_DLG_031,Sharing an Umbrella,vocab,10,,together,투게더,,같이/함께,
L2_DLG_039,Ordering Coffee for the Office,script,1,Man,I'm making a coffee run.,아임 메이킹 어 커피 런.,커피 사러 가는데. / 누구 뭐 필요한 거 있어?,커피 사러 가는데.,
L2_DLG_039,Ordering Coffee for the Office,script,2,Man,Does anyone want anything?,더즈 에니원 원트 에니씽?,누구 뭐 필요한 거 있어요?,누구 뭐 필요한 거 있어요?,
L2_DLG_039,Ordering Coffee for the Office,script,3,Woman,I'd love an iced latte.,아이드 러브 언 아이스드 라떼.,아이스 라떼 좋겠다.,아이스 라떼 좋겠어요.,
L2_DLG_039,Ordering Coffee for the Office,script,4,Man,Regular or large?,레귤러 오어 라지?,레귤러 아니면 라지?,레귤러 아니면 라지요?,
L2_DLG_039,Ordering Coffee for the Office,script,5,Woman,Large please.,라지 플리즈.,라지로.,라지로요.,
L2_DLG_039,Ordering Coffee for the Office,script,6,Woman,With oat milk if they have it.,윋 오트 밀크 이프 데이 해브 잇.,오트 밀크로 / 있으면.,오트 밀크로 있으면요.,
L2_DLG_039,Ordering Coffee for the Office,script,7,Man,Sure. Anyone else?,슈어. 에니원 엘스?, / 알겠어. 다른 사람은?,알겠어요. 다른 사람은요?,
L2_DLG_039,Ordering Coffee for the Office,script,8,Man,I'll be back in fifteen minutes.,아일 비 백 인 피프틴 미닛츠.,15분 후에 올게.,15분 후에 올게요.,
L2_DLG_039,Ordering Coffee for the Office,vocab,9,,coffee run,커피 런,,커피 사러 가기,
L2_DLG_039,Ordering Coffee for the Office,vocab,10,,oat milk,오트 밀크,,오트 밀크,
L2_DLG_039,Ordering Coffee for the Office,vocab,11,,be back,비 백,,돌아오다,
L2_EXT_034,My Experience Learning Korean,script,1,Narrator,When I first started learning Korean I thought it would be impossible.,웬 아이 퍼스트 스타티드 러닝 코리안 아이 쏘트 잇 우드 비 임파서블.,처음 한국어를 배우기 시작했을 때 / 불가능할 거라고 생각했다.,처음 한국어를 배우기 시작했을 때 불가능할 거라고 생각했어요.,
L2_EXT_034,My Experience Learning Korean,script,2,Narrator,The alphabet looked so different from English.,더 alphabet 룩트 쏘 디퍼런트 프럼 잉글리시.,알파벳이 영어와 / 너무 달라 보였어요,알파벳이 영어와 너무 달라 보였어요.,
L2_EXT_034,My Experience Learning Korean,script,3,Narrator,But once I learned Hangul I realized it's actually very logical and easy to read.,벗 원스 아이 런드 한글 아이 리얼라이즈드 잇츠 액츄얼리 베리 라지컬 앤 이지 투 리드.,하지만 한글을 배우고 나니 / 사실 매우 논리적이고 / 읽기 쉽다는 걸 깨달았다.,하지만 한글을 배우고 나니 사실 매우 논리적이고 읽기 쉽다는 걸 깨달았어요.,
L2_EXT_034,My Experience Learning Korean,script,4,Narrator,The hardest part is the grammar because the sentence order is completely different from English.,더 하디스트 파트 이즈 더 그래머 비커즈 더 센턴스 오더 이즈 컴플리틀리 디퍼런트 프럼 잉글리시.,가장 어려운 부분은 문법인데 / 문장 순서가 영어와 / 완전히 다르기 때문이다.,가장 어려운 부분은 문법인데 문장 순서가 영어와 완전히 다르기 때문이에요.,
L2_EXT_034,My Experience Learning Korean,script,5,Narrator,Watching K-dramas without subtitles is my ultimate goal.,왓칭 케이드라마즈 위다웃 서브타이틀즈 이즈 마이 얼티밋 골.,자막 없이 K-드라마를 보는 것이 / 궁극적인 목표다.,자막 없이 K-드라마를 보는 것이 궁극적인 목표예요.,
L2_EXT_034,My Experience Learning Korean,vocab,6,,alphabet,앨퍼벳,,알파벳,
L2_EXT_034,My Experience Learning Korean,vocab,7,,logical,라지컬,,논리적인,
L2_EXT_034,My Experience Learning Korean,vocab,8,,subtitles,서브타이틀즈,,자막,
L2_EXT_034,My Experience Learning Korean,vocab,9,,ultimate goal,얼티밋 골,,궁극적인 목표,
L3_DLG_057,Registering for a Marathon,script,1,Man,I'd like to register for the spring marathon.,아이드 라이크 투 레지스터 포 더 스프링 마라톤.,봄 마라톤에 / 등록하고 싶어요,봄 마라톤에 등록하고 싶어요.,
L3_DLG_057,Registering for a Marathon,script,2,Woman,Which distance are you interested in?,위치 디스턴스 아 유 인터레스티드 인?,어떤 거리에 / 관심 있으세요?,어떤 거리에 관심 있으세요?,
L3_DLG_057,Registering for a Marathon,script,3,Woman,We have five-kilometer ten-kilometer and full marathon.,위 해브 파이브킬로미터 텐킬로미터 앤 풀 마라톤.,/ 5킬로미터 10킬로미터 / 풀 마라톤이 있어요.,5킬로미터 10킬로미터 풀 마라톤이 있어요.,
L3_DLG_057,Registering for a Marathon,script,4,Man,I'll do the ten-kilometer race.,아일 두 더 텐킬로미터 레이스.,10킬로미터로 할게요.,10킬로미터로 할게요.,
L3_DLG_057,Registering for a Marathon,script,5,Woman,The registration fee is forty dollars and includes a t-shirt and a finisher's medal.,더 레지스트레이션 피 이즈 포티 달러즈 앤 인클루즈 어 티셔트 앤 어 피니셔즈 메달.,등록비는 40달러이고 / 티셔츠와 완주 메달이 포함돼요.,등록비는 40달러이고 티셔츠와 완주 메달이 포함돼요.,
L3_DLG_057,Registering for a Marathon,script,6,Man,When is the race?,웬 이즈 더 레이스?,대회가 언제예요?,대회가 언제예요?,
L3_DLG_057,Registering for a Marathon,script,7,Woman,April twenty-sixth at eight AM.,에이프릴 트웬티식쓰 앳 에잇 에이엠.,4월 26일 오전 8시예요.,4월 26일 오전 8시예요.,
L3_DLG_057,Registering for a Marathon,script,8,Man,Where does it start?,웨어 더즈 잇 스타트?,어디서 출발하나요?,어디서 출발하나요?,
L3_DLG_057,Registering for a Marathon,script,9,Woman,The starting line is at the riverside park.,더 스타팅 라인 이즈 앳 더 리버사이드 파크.,출발선은 강변 공원이에요.,출발선은 강변 공원이에요.,
L3_DLG_057,Registering for a Marathon,vocab,10,,register,레지스터,,등록하다,
L3_DLG_057,Registering for a Marathon,vocab,11,,distance,디스턴스,,거리,
L3_DLG_057,Registering for a Marathon,vocab,12,,finisher's medal,피니셔즈 메달,,완주 메달,
